ticker,total_pnl,avg_weight,days_traded
SCHW,-12412.856579932697,1.2399707530809106e-06,1301
SHOP,14200.531246036075,0.001205061379299268,1301
SHW,42534.21700330235,0.000132826127267645,1301
SJM,5443.965511421516,-0.00017800225275519332,1301
SLB,-65259.04651543876,-0.00024119041417126273,1301
SMCI,-71860.45516162318,-0.00285717118106867,1301
SNA,41081.13499965721,0.0003696741394185842,1301
SNPS,1128.4581052029232,-0.0002842480262054573,1301
SO,-19488.13808836808,-0.0002498707870299196,1301
SOLS,-1217.0428172453549,0.0022947100206794067,67
SOLV,-73520.93633272381,0.0008453351574034726,476
SPG,24302.4658077438,0.00030079190757593293,1301
SPGI,-59987.00249493747,-0.0008540102415728831,1301
SRE,-7384.526760180416,-6.772492994228202e-05,1301
STE,-15646.816324845415,-5.618401702120424e-05,1301
STLD,-41968.90219838998,0.00014503014770538984,1301
STT,15949.414392335979,0.0003932391014184956,1301
STX,-1792.1809754778533,0.00012885654806612368,1301
STZ,1396.8447532912153,-0.0004402701915977812,1301
SW,20470.58343564944,0.0009042756139044073,1301
SWK,-11985.375343337684,-8.875213914319408e-05,1301
SWKS,-8400.296077973973,3.871309131253761e-05,1301
SYF,-1818.1990304022154,0.0010802317585647094,1301
SYK,2436.1481800991464,-0.0002819445120289794,1301
SYY,31425.551189822356,-7.15199450421275e-05,1301
T,-8397.388907101007,-0.0005714266744854301,1301
TAP,-29955.852780015957,-2.2197289955418485e-05,1301
TDG,-5475.803509965181,9.543854837434755e-05,1301
TDY,15904.257532809463,-0.0005274779348473491,1301
TEAM,64583.37661928919,0.0010685924589209095,1301
TECH,42333.09246016305,0.00031312170554406385,1301
TEL,31350.10153380856,-0.0001944855364620657,1301
TER,-52620.95762550304,0.0003447709826388591,1301
TFC,-7324.139083469128,0.0003102407383640885,1301
TGT,3670.907618506854,0.00020732945527080114,1301
TJX,7973.60131260726,1.5555888677352023e-05,1301
TKO,-29813.12464132856,0.0008324899644902466,1301
TMO,-97729.17383482982,0.00023813732014765977,1301
TMUS,-1603.181850452595,-0.00028213147078673384,1301
TPL,219338.97471143314,-0.0008910887840185085,1301
TPR,-24044.53117135985,-0.0002401282686451498,1301
TRGP,48493.673364446266,0.0004610291995825941,1301
TRI,10596.697540951796,-0.0007974392599124602,1301
TRMB,15935.867712920812,0.0002710158493086772,1301
TROW,4640.174048161237,-0.00032179412357857487,1301
TRV,8151.186415851577,-6.0287535872827144e-05,1301
TSCO,-1639.9525605068425,0.0006471614213122914,1301
TSLA,-56457.47187205863,0.0009127612200880731,1301
TSN,-2684.843792283174,0.00036240670418292954,1301
TT,6886.812353599822,-0.00016297243007072152,1301
TTD,10743.594185422971,0.0016101580611351985,1301
TTWO,51913.54181546808,-0.00022396931403197262,1301
TXN,-33589.923593519445,-0.0004400644227476257,1301
TXT,3534.9668524399094,0.000346588722906368,1301
TYL,-5730.247227574215,-0.0007480879151647046,1301
UAL,8273.447653074814,0.0003522176851317877,1301
UBER,-7762.533726596647,0.00041593236084210765,1301
UDR,-22389.01656057761,-0.0001940298855853264,1301
UHS,-10414.471818070146,0.00019384062710216295,1301
ULTA,-32065.757607432595,-0.0001723737030976487,1301
UNH,18994.528429680046,0.000253157939645245,1301
UNP,12213.792656382067,4.262159664466817e-05,1301
UPS,-43526.85943067994,-0.0005997494287327928,1301
URI,12598.786218661959,0.0005936080824849206,1301
USB,6573.035740021783,0.0003176640002620046,1301
V,-25426.949639368984,-0.000496552872350084,1301
VICI,8171.72586185311,9.267879857277478e-05,1301
VLO,-25862.800785160576,0.00045701578560802423,1301
VLTO,17858.816949611974,-0.000510875395522115,600
VMC,5125.820786016329,0.00016247742826787972,1301
VRSK,-12713.02480613958,-0.0006314951486636955,1301
VRSN,-13123.520877718402,-0.0005077597117055756,1301
VRTX,7212.759412042468,-0.0005194686524543815,1301
VST,4899.809310510502,0.0005504487642023393,1301
VTR,-17688.133017681997,0.0002920736151970595,1301
VTRS,68364.9063250232,0.0004644911157497311,1301
VZ,-29.75432811889657,-0.000500737014685637,1301
WAB,-15583.84248114171,0.0008208847891087241,1301
WAT,-3365.2022092272578,-2.1373141855158462e-05,1301
WBD,20838.197625548655,0.00017338075873004152,1301
WDAY,3439.1870508750276,-0.00014661497603937743,1301
WDC,724.4857391359526,-0.0006574058544454662,1301
WEC,-29592.89097466411,-0.00018261673525163386,1301
WELL,33228.12033688092,0.0005069917481287164,1301
WFC,-20422.23388411616,0.0006735560773103635,1301
WM,-10266.884998430469,-0.00036172548722972615,1301
WMB,15132.744149061236,0.0006085630033119205,1301
WMT,4066.230471398209,0.0012908639416105326,1301
WRB,-10189.007553140755,0.0003869845625781255,1301
WSM,13830.546285364991,0.0007204141895659177,1301
WST,11299.820904095548,0.00030663270694762624,1301
WTW,36404.40760841158,-0.00026541585774402253,1301
WY,19123.17733771138,-0.00015790374703746296,1301
WYNN,-86434.99765246101,-0.001277386214569828,1301
XEL,-42398.86257761509,0.00022462838937319636,1301
XOM,-11887.669109680597,-0.00017164082113769804,1301
XYL,-752.8158744777134,-0.000239317253162514,1301
XYZ,-5809.9739109199445,0.0009174482139598082,1301
YUM,-1494.256247440871,-0.0007269765534633667,1301
ZBH,17503.561909747033,-0.000413390243412555,1301
ZBRA,44763.53802267007,0.0004037742384635369,1301
ZS,-231.82607547173805,8.159575697815172e-05,1301
ZTS,39777.879603045745,-0.0006181982566660034,1301
